measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,6,China,2,Female,235,95+ years,976,Diabetes mellitus type 2,1,Number,2009,317.7895468945669,362.6426365414048,252.2634472363031
1,Deaths,6,China,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2009,382.95649862974363,431.1384998376113,308.5601602796362
1,Deaths,6,China,1,Male,235,95+ years,976,Diabetes mellitus type 2,2,Percent,2009,0.0064176150774634365,0.007085539375735633,0.00542204661004716
1,Deaths,6,China,2,Female,235,95+ years,976,Diabetes mellitus type 2,2,Percent,2009,0.005299808613148144,0.005980555398191212,0.004174182644085262
1,Deaths,6,China,3,Both,235,95+ years,976,Diabetes mellitus type 2,2,Percent,2009,0.005461773792535567,0.006108534217652858,0.004369781816021982
1,Deaths,6,China,1,Male,235,95+ years,976,Diabetes mellitus type 2,3,Rate,2009,263.278904460913,290.62079403532266,221.41742604199163
1,Deaths,6,China,2,Female,235,95+ years,976,Diabetes mellitus type 2,3,Rate,2009,188.1263032421525,214.67861129225952,149.33590558733025
1,Deaths,6,China,3,Both,235,95+ years,976,Diabetes mellitus type 2,3,Rate,2009,197.73093080400434,222.60861790663887,159.31806332946894
1,Deaths,6,China,1,Male,235,95+ years,493,Ischemic heart disease,1,Number,2010,2770.339309831336,2990.810475534956,2364.8001482159866
1,Deaths,6,China,2,Female,235,95+ years,493,Ischemic heart disease,1,Number,2010,17766.749647818317,19801.358229585127,14376.719201898115
1,Deaths,6,China,3,Both,235,95+ years,493,Ischemic heart disease,1,Number,2010,20537.088957649652,22788.76276128003,16772.55847598364
1,Deaths,6,China,1,Male,235,95+ years,493,Ischemic heart disease,2,Percent,2010,0.25311759831892466,0.27302188688499757,0.21564613160860574
1,Deaths,6,China,2,Female,235,95+ years,493,Ischemic heart disease,2,Percent,2010,0.2675573737000886,0.29308937665149437,0.21703321050123342
1,Deaths,6,China,3,Both,235,95+ years,493,Ischemic heart disease,2,Percent,2010,0.26551244195936774,0.29009943700937946,0.21685255002629594
1,Deaths,6,China,1,Male,235,95+ years,493,Ischemic heart disease,3,Rate,2010,10307.04516655336,11127.307960632621,8798.237043035058
1,Deaths,6,China,2,Female,235,95+ years,493,Ischemic heart disease,3,Rate,2010,9563.220591555808,10658.379304916627,7738.485645149547
1,Deaths,6,China,3,Both,235,95+ years,493,Ischemic heart disease,3,Rate,2010,9657.232552930122,10716.045591128473,7887.02323119947
1,Deaths,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2010,10807.156486458802,12451.45794943991,9609.760669353092
1,Deaths,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2010,4095.1420450175306,4716.405839234083,3564.1475268967006
1,Deaths,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2010,14902.298531476345,16826.14076542472,13559.3798832206
1,Deaths,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2010,0.087119062267688,0.0978454628324887,0.08272978656926654
1,Deaths,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2010,0.08054234392634894,0.08495693119214807,0.07742540249204159
1,Deaths,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2010,0.08520700961334227,0.09322161570064694,0.08165457365345012
1,Deaths,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2010,17.290950501624796,19.92175678649534,15.375172578878
1,Deaths,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2010,6.869728005690152,7.911917321502399,5.978968204954843
1,Deaths,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2010,12.20367323914241,13.779131007430863,11.10394084984366
1,Deaths,6,China,1,Male,13,40-44 years,494,Stroke,1,Number,2010,23999.783022203315,27564.722132322833,21087.32451593192
1,Deaths,6,China,2,Female,13,40-44 years,494,Stroke,1,Number,2010,9817.784384501092,11247.518606591513,8561.760620095256
1,Deaths,6,China,3,Both,13,40-44 years,494,Stroke,1,Number,2010,33817.56740670441,37666.75010122328,30551.458656299492
1,Deaths,6,China,1,Male,13,40-44 years,494,Stroke,2,Percent,2010,0.11814332412077842,0.13034558343057379,0.1128565613830295
1,Deaths,6,China,2,Female,13,40-44 years,494,Stroke,2,Percent,2010,0.11417564763611097,0.1198503650380611,0.11021710479230398
1,Deaths,6,China,3,Both,13,40-44 years,494,Stroke,2,Percent,2010,0.11696313407392792,0.12657905117821772,0.11300876239715685
1,Deaths,6,China,1,Male,13,40-44 years,494,Stroke,3,Rate,2010,36.48917711162493,41.9092967210799,32.06108648400225
1,Deaths,6,China,2,Female,13,40-44 years,494,Stroke,3,Rate,2010,15.550735600279522,17.81534215463594,13.561275177948636
1,Deaths,6,China,3,Both,13,40-44 years,494,Stroke,3,Rate,2010,26.234239535875712,29.22027278927096,23.70053040541483
1,Deaths,6,China,1,Male,14,45-49 years,494,Stroke,1,Number,2010,35528.992675161164,40730.31954367483,30951.51495134151
1,Deaths,6,China,2,Female,14,45-49 years,494,Stroke,1,Number,2010,16367.965508844956,18654.754320474833,14306.378914615143
1,Deaths,6,China,3,Both,14,45-49 years,494,Stroke,1,Number,2010,51896.95818400614,57798.39802210561,46696.54412877571
1,Deaths,6,China,1,Male,14,45-49 years,494,Stroke,2,Percent,2010,0.1406986616076933,0.15049339119780844,0.13509338400865917
1,Deaths,6,China,2,Female,14,45-49 years,494,Stroke,2,Percent,2010,0.1463231510280935,0.15276773967125454,0.14122174149283404
1,Deaths,6,China,3,Both,14,45-49 years,494,Stroke,2,Percent,2010,0.142426937069402,0.1506112143866997,0.13759332596856919
1,Deaths,6,China,1,Male,14,45-49 years,494,Stroke,3,Rate,2010,64.01141472432127,73.38247385738673,55.764324027162026
1,Deaths,6,China,2,Female,14,45-49 years,494,Stroke,3,Rate,2010,30.645873758307232,34.92744688327799,26.785948560246158
1,Deaths,6,China,3,Both,14,45-49 years,494,Stroke,3,Rate,2010,47.64941073147115,53.06784257396274,42.87462866403674
1,Deaths,6,China,1,Male,15,50-54 years,494,Stroke,1,Number,2010,41435.50290311215,47265.578140605554,35889.75151486594
1,Deaths,6,China,2,Female,15,50-54 years,494,Stroke,1,Number,2010,20706.3908870795,23702.046299708043,18230.696324109183
1,Deaths,6,China,3,Both,15,50-54 years,494,Stroke,1,Number,2010,62141.89379019161,69301.65968796615,55408.90510652738
1,Deaths,6,China,1,Male,15,50-54 years,494,Stroke,2,Percent,2010,0.16118706335563504,0.17124305542067705,0.1558948992711799
1,Deaths,6,China,2,Female,15,50-54 years,494,Stroke,2,Percent,2010,0.17318792251688692,0.18075865190815404,0.16718178072536202
1,Deaths,6,China,3,Both,15,50-54 years,494,Stroke,2,Percent,2010,0.16499840217768938,0.17428032851277103,0.16022059591454768
1,Deaths,6,China,1,Male,15,50-54 years,494,Stroke,3,Rate,2010,99.70581762598543,113.73466674444632,86.36113401472441
